ra,dec,u,g,r,i,z
162.043843433771,51.1032014539517,24.93985,22.27359,20.82527,20.23126,20.07388
162.043848512286,51.1647442372896,23.94399,25.49003,21.91955,23.78213,22.75922
162.043953301822,50.9938320737056,24.38144,22.61583,22.37934,21.67871,21.22776
162.043998940441,51.4332587614789,24.45387,25.54896,24.95946,25.12445,20.92958
162.044104217015,50.9966167260667,25.16019,25.00425,22.33858,21.53289,20.68753
162.044290555066,51.260917866537,20.38181,19.11649,18.37354,17.91773,17.70197
162.044365891091,51.4650419502112,22.60899,22.59538,22.96641,22.92337,24.21606
162.044443422151,51.1610650479251,24.0603,24.62914,22.61306,21.45717,21.70333
162.044484655607,51.1610677035006,25.18037,24.70606,22.87564,21.51077,21.17238
162.044759872842,50.7665231137999,23.58954,23.02244,21.9103,21.57215,21.53195
162.044832766639,51.4170995487319,24.35891,24.5939,22.38969,23.80516,22.13735
162.04487393793,50.8493409826434,23.0239,22.82456,22.10424,21.76333,21.77985
162.044948027571,51.3507668407103,19.11611,17.52027,16.50624,16.09022,15.76065
162.044955610442,51.3507599416192,19.48101,17.59371,16.5695,16.16216,15.84321
162.044955610636,51.3507599419697,19.49206,17.60439,16.58022,16.17316,15.85414
162.045030018883,50.6018258844894,22.90077,23.43214,22.83723,22.26506,22.07671
162.045092420122,51.2541406020148,22.40446,23.58523,22.99918,21.54818,20.9386
162.045341325272,51.1614912855644,24.05061,24.20606,21.78115,23.66085,22.68309
162.045349552556,51.1614695523362,25.15726,24.40563,21.91993,23.87212,22.75647
162.045427646639,50.817704094924,23.05365,22.41279,21.72263,21.00533,20.55331
162.045515878154,50.7554485700039,23.53462,24.07377,22.65433,21.42349,21.54027
162.045599071253,51.4801663729917,23.08704,23.56801,22.01699,21.22005,20.87733
162.0457071702,51.4880025651166,22.30612,21.75204,21.30654,20.91755,20.83989
162.045718947161,50.9548342211208,20.84319,19.93848,19.58505,19.48235,19.49203
162.045729761803,51.4801815215594,22.90575,22.62426,22.00292,21.18401,20.3982
162.045742796194,51.48802548889,21.91733,22.17019,21.25154,21.42153,21.10208
162.045768582658,50.9886541605757,23.39345,24.06383,22.63978,23.21046,21.27784
162.045787271938,51.4880314156819,22.30267,22.23852,21.5756,21.36866,21.53184
162.045804512623,50.769702742218,25.41412,24.13732,23.76361,21.68858,20.98995
162.045869765349,50.7091763375908,24.24536,23.67311,22.60199,22.83093,21.2396
162.045877834368,51.4801584051453,23.58134,22.41486,21.87829,20.8611,20.40909
162.045896122507,50.7778125295391,25.55728,24.05231,22.32731,22.0606,21.69913
162.045897927926,51.4913994755928,25.86966,23.46146,22.33889,21.41239,20.84458
162.045941898383,51.4913061449893,23.25738,23.41407,22.25196,21.48984,21.23759
162.045943124209,50.6496710665441,24.37405,23.41602,23.55155,23.01345,22.12865
162.046011160553,51.2219164813637,25.50028,23.15413,21.9665,22.06785,22.5833
162.046031742246,51.3231454141172,25.25591,22.52893,21.71981,21.51257,21.99345
162.046048657387,51.0112936073318,21.57834,19.3397,18.05601,17.52453,17.2196
162.046061492197,51.0112980853537,21.71553,19.34566,18.06565,17.53246,17.22781
162.046096582998,51.4234874303996,23.67931,22.87995,22.24314,21.87474,21.50919
162.046106367813,50.6664368825979,23.57602,22.59526,22.33574,22.27759,22.08934
162.046111341955,50.6664210233696,23.8792,22.58307,22.28755,22.25636,22.04289
162.046124099248,51.4914796828606,23.51047,23.9045,21.93527,21.9565,21.03475
162.046207254917,51.4692975443147,22.58204,21.2754,20.63898,20.36483,20.21115
162.046208758057,51.469276509034,22.58964,21.57357,20.68963,20.27173,20.06918
162.04622537612,50.9618624665048,23.47939,23.17598,22.13542,23.86249,23.94425
162.04623063717,51.4234079892467,23.50061,23.8204,22.62973,21.91174,20.52717
162.046252618049,51.4693064420096,22.84395,21.5428,20.84087,20.42043,20.3017
162.046317885431,51.3465024180267,24.54995,22.11445,21.31818,20.77946,20.97799
162.046323807858,50.6355592899141,23.36906,23.61583,22.94439,21.7952,21.61617
162.046398230444,50.8057575468157,23.63782,22.76485,22.30168,22.17303,21.15109
162.046501692,51.158680065426,24.92617,25.16535,19.10912,24.01634,22.86897
162.046630108869,51.4188227399137,25.42485,23.19051,25.23018,24.75188,22.43743
162.046661085318,51.1582852446254,24.61355,25.15391,21.86231,24.03841,22.81911
162.046662481296,51.0627687659742,22.21218,28.88585,21.74018,27.36703,24.62736
162.046718568263,50.8152437912142,24.08787,25.90319,25.44136,22.0097,23.5514
162.046766276178,50.8338402724565,21.40747,21.59525,20.49575,19.83338,19.54411
162.046968158649,51.4762918517962,26.20827,20.95356,20.33991,20.11452,19.99931
162.046970076542,50.9980489480993,22.3033,21.67705,21.27644,20.49958,20.28858
162.046970076653,50.9980489482943,22.26763,21.67713,21.27645,20.49975,20.28873
162.047032469804,51.476332655947,21.59235,21.0307,20.37369,19.91896,19.74155
162.047032469804,51.476332655947,21.46453,21.0307,20.37369,19.91896,19.74155
162.047043974984,51.4762540045012,22.05935,21.03783,20.2362,20.01236,19.83242
162.047171925038,50.9278810803493,22.75017,22.26328,21.30362,21.27483,20.85916
162.047232171533,50.7720415992694,23.84286,23.32553,22.92141,23.38691,22.27922
162.047389008621,50.7279574629427,21.63241,20.94531,20.53127,20.34315,20.52493
162.047488875566,51.1675050986817,25.22068,25.59569,24.07906,21.93646,22.664
162.047513919105,51.1674765141663,24.79844,25.6749,24.09006,21.94842,22.56962
162.047612762515,51.1859351969115,24.54972,23.65866,22.80259,21.69159,22.43673
162.047709849503,51.3336964305386,26.23106,24.05408,21.80055,21.6173,21.00557
162.047749650649,50.8103986349424,21.56795,20.18558,19.62653,19.31501,19.02207
162.047868438325,50.5868911904901,24.58373,23.85061,22.78879,22.34783,21.84246
162.047957421872,50.8665136117097,25.1121,23.02668,23.22502,22.6398,21.97491
162.048006214603,51.1583051632719,22.3459,24.76225,24.01596,22.94757,22.93974
162.04805265572,51.0033443422641,23.23401,19.99582,18.60155,17.96745,17.61728
162.04806146289,51.0033472348186,23.58517,20.00301,18.60744,17.97249,17.61946
162.048071814121,51.4948834593333,25.68633,25.09378,22.21187,21.55301,21.6413
162.04811567546,51.4949923488795,26.37946,26.1372,22.84618,21.41317,20.70401
162.048120887005,50.9590538438961,24.26914,24.25449,23.23234,20.84436,19.75323
162.048183771361,51.0010265344329,23.96266,25.63531,23.85149,22.11297,20.52899
162.04821044103,50.8664619508879,-9999,-9999,-9999,-9999,-9999
162.048223095289,50.7560603603399,22.89196,21.34005,20.73418,20.49397,20.36181
162.048223096668,50.7560603605685,22.89145,21.34517,20.73339,20.49474,20.36337
162.048246703322,50.9138477097574,23.40198,24.45605,22.70805,22.14079,22.07614
162.048272190577,50.6702699063809,24.7499,23.77734,23.30916,22.42815,21.69896
162.048424980171,51.2151301896166,25.11756,25.54274,23.75927,23.35209,20.83996
162.048489384449,51.0148786577772,23.45936,22.47098,20.88583,20.10219,19.72056
162.048507247766,51.2204133068952,24.24788,22.6987,21.74371,21.41892,21.42926
162.048507803519,50.9966716517442,24.34265,24.20643,22.94787,22.07179,23.13255
162.048517087919,51.1540330359789,25.09173,25.46435,21.95998,25.22675,22.53238
162.048519189729,51.1540460063779,24.68767,25.56916,21.77308,24.94335,22.42722
162.048689775532,50.831108924902,24.4702,24.93762,22.91312,24.12609,22.79124
162.048715727947,51.4932915023584,24.70479,23.26223,24.91127,25.23919,23.70412
162.048765558058,51.1584676012733,23.00582,22.07594,21.61261,21.28962,21.37258
162.048771638885,50.9722343501646,23.41596,22.80728,21.89558,22.19136,21.2748
162.04878619238,51.1584491668875,23.05304,22.27386,21.71853,21.44935,21.59217
162.048799918887,51.2652528427621,22.40521,23.1498,22.4209,22.27124,21.70437
162.04884974043,51.1190331689589,22.38435,22.75032,22.17975,21.74736,21.62893
162.048970922563,51.270052743305,25.54575,24.31059,23.06958,24.15737,23.88738
162.049004453426,50.6265387645886,23.31549,25.07568,23.87524,22.19012,22.33771
162.049185751764,51.4584157895011,23.72884,23.79007,22.81062,21.68673,22.30133
162.049213103193,51.2166533956208,23.70887,26.16602,23.66489,22.15213,21.25878
162.04932146865,51.0129057015663,24.476,23.65992,22.58852,22.4677,22.11109
162.049338521953,51.2506619012141,23.34797,22.22492,22.06874,22.26737,21.75567
162.049574781479,51.1515429836647,24.96971,24.63652,21.95399,24.01804,23.26906
162.049578474413,51.2400765135471,25.29789,24.16051,22.34782,21.66873,21.07176
162.049603434485,51.1515920888757,25.31468,24.89811,21.82611,24.19792,22.88291
162.049633051018,50.759755725768,23.16735,22.78253,21.7084,21.1806,21.00003
162.049654529779,51.0542151723489,21.51234,20.98419,20.26118,20.03952,19.73437
162.049674534299,51.4815982983791,24.63517,23.37445,24.48232,24.63103,23.12502
162.049691657859,51.0518274013121,23.6021,23.03691,22.55437,22.57163,22.1721
162.049707091152,50.7691109836686,23.98704,25.78509,23.20454,24.03102,23.39358
162.049761787458,50.766869540347,23.95569,22.65481,21.7474,21.00909,20.04221
162.049908571664,50.6047762045956,22.01028,21.62317,20.87914,20.83119,22.03311
162.049945150504,51.2275251845403,26.45982,22.89726,22.97976,24.61499,22.49268
162.050050918502,50.9559104168124,23.3137,24.74838,22.85403,24.60977,23.73382
162.05008342617,50.9885302956478,23.55749,23.21321,21.86085,21.72303,21.21581
162.050088330536,51.1952509550582,22.53522,22.13138,22.3286,22.00299,21.77014
162.050101229397,51.4435217079834,24.4719,24.18565,22.54585,22.40546,21.64594
162.050129732651,51.3534796909056,23.47849,23.07368,22.00184,22.0886,21.83971
162.050261127993,50.6804575712283,22.29672,22.69209,21.93615,21.85951,22.14278
162.050288045911,50.6804451524263,22.5793,-9999,21.88086,21.7355,-9999
162.050360786829,51.2866037615913,25.03421,23.05253,21.98363,21.59035,21.10966
162.050380796519,51.0277418738254,24.03561,21.80017,20.47773,19.90739,19.19691
162.050385189394,51.0277349039073,24.30518,21.88671,20.57972,20.05111,19.76523
162.050421617532,51.0289720674314,23.44559,23.34827,21.41722,20.14166,19.27562
162.05049298813,51.4594766991438,25.09827,23.64663,22.78282,21.28509,21.64637
162.050555797353,50.8744117364743,24.55292,24.20498,22.73847,22.97831,22.15253
162.05064636011,51.2602042781828,20.95724,20.14155,19.68097,19.39026,19.31598
162.050856243648,51.0681789255222,24.64401,25.69015,24.51155,24.1503,21.01011
162.051005211439,50.9588681637624,25.4303,22.52429,21.23302,19.70057,18.86522
162.051006196676,50.9588691242701,25.42086,22.49744,21.21343,19.69247,18.8609
162.051031210975,50.5944755833416,25.64411,23.61825,21.8553,21.17667,20.89401
162.051082698923,50.8545298715875,23.94343,23.71113,21.99431,21.08018,20.62934
162.051095856664,50.6397197972197,24.64922,21.89432,20.57997,19.06861,18.25086
162.051132795695,50.7457252933674,22.00647,21.25999,20.03498,19.49823,19.03829
162.051136679306,50.6397205188991,25.27582,21.91585,20.59445,19.19095,18.33722
162.051140429979,51.1018535900384,21.67352,21.9452,20.98337,20.73836,20.55792
162.051140429979,51.1018535900384,21.70066,21.9452,20.98337,20.73836,20.53287
162.051215671631,51.1890167601339,23.61043,22.73801,21.96438,21.22349,21.68986
162.05123734631,50.8544690255729,23.67401,23.68999,22.17011,21.18176,20.84195
162.051256351366,50.6925482521827,21.99581,21.87367,21.08263,20.84518,20.87402
162.051308887956,50.9457344511872,24.14746,24.11725,23.95776,25.30054,18.58779
162.051335969297,51.468379943573,23.41501,22.36594,21.27312,21.26084,21.5625
162.051373762348,51.4356718563825,23.99208,23.43405,24.30717,24.37167,22.67601
162.051523128063,51.0584362641637,23.65469,22.16915,21.29439,21.67002,20.91965
162.051574691688,50.8973738371172,24.85695,25.05071,22.65277,24.15271,22.07288
162.051657170285,51.4285775368342,23.0471,21.80083,21.35673,21.09953,21.10863
162.051662549081,51.4285819655013,22.45915,22.22007,21.32872,21.24578,21.32572
162.051670951937,51.4285849659912,24.42398,21.92446,21.68795,21.22576,21.83614
162.051670951937,51.4285849659912,24.04304,21.92446,21.68795,21.22576,21.66999
162.051826822205,50.9593993897734,23.92372,23.46337,22.24484,21.29416,20.98968
162.052013931587,51.46867139576,23.66638,23.75927,24.00031,24.65658,20.27631
162.052022305257,51.3415149339442,24.75029,22.60149,21.63253,21.29626,21.30837
162.052022305257,51.3415149339442,25.14861,22.60149,21.63253,21.29626,21.32203
162.052139794812,51.1715281783365,23.58983,23.19558,21.54552,20.322,19.68236
162.052177895369,50.8889679247255,22.3215,24.45364,23.76901,23.13334,22.81843
162.052241964115,51.2453534038086,24.42366,24.75995,25.67307,22.46778,22.9855
162.052270751631,51.1453045809232,23.473,25.27908,22.12399,24.11569,22.65203
162.052271268143,51.1453301011419,23.37386,25.14615,21.76601,25.05488,22.96605
162.052303894889,50.7390254642044,26.31327,23.91413,22.60317,21.5143,20.12536
162.052374726372,51.369975430124,23.87893,24.16337,23.41916,22.31464,22.76136
162.052665665633,50.8773251900335,25.02686,22.09634,20.64584,19.66782,19.24299
162.052697392675,51.2306389358649,24.26116,23.89981,22.84071,21.76992,21.1879
162.052799857842,51.3649999718488,23.79242,22.45741,20.94656,20.36844,19.94554
162.052882583764,50.6105929663577,23.437,22.84429,22.22912,21.3939,21.57155
162.052883586308,50.7631442935996,23.46444,22.81873,22.56665,21.69158,21.30368
162.052941889845,51.3249877423364,22.36445,25.87594,25.19704,25.193,21.94564
162.052980789835,51.0233758649401,18.78783,17.70901,17.32281,17.18676,17.14938
162.052996609773,51.0233817450332,18.79827,17.71003,17.3256,17.19127,17.15184
162.053168286836,51.4942194742344,22.79119,23.11605,22.47646,21.47228,20.43727
162.053238537576,50.6241902558254,22.78618,22.18341,21.74526,22.02315,21.13786
162.053241056167,51.0322019222029,22.71404,22.01339,20.76499,20.42251,20.31589
162.053241247515,51.0322026402031,22.68501,21.97416,20.72922,20.38749,20.26244
162.053269912117,50.6732348290933,25.64921,23.19993,22.70561,21.50834,20.58492
162.053270757501,51.0202600479316,22.38284,22.92929,22.28387,21.60672,21.06975
162.053278959037,50.6732576846116,25.13527,23.2636,22.74695,21.5929,20.62126
162.053324137674,51.4942684990156,26.89502,22.87887,22.301,21.67059,20.09822
162.053571649426,51.0915377845713,23.53538,26.02811,22.88466,25.23968,21.97693
162.053605062075,51.033833779239,24.11915,22.945,22.48313,22.00908,22.41892
162.053627214331,51.1423302269802,25.86689,24.73441,22.19007,24.41583,22.8704
162.053643281701,50.8673007557887,-9999,-9999,-9999,-9999,-9999
162.053684711264,51.1422613146236,25.20947,25.04463,21.77254,24.8419,22.75052
162.053685341449,51.3201794134394,26.07439,24.93814,24.73103,22.31078,22.569
162.053848962823,51.1085437570262,24.89186,23.25702,22.81327,22.62909,22.24731
162.053873896821,51.2898573129872,23.42079,23.32642,21.92383,21.06067,21.12802
162.053932829692,51.1245388992497,25.66326,23.36223,22.56885,21.49465,21.07472
162.053962477715,51.1245168030988,-9999,-9999,-9999,-9999,-9999
162.054140567519,50.6276186401442,23.2968,24.219,24.08446,22.39195,23.28417
162.054187979233,51.0409953432077,22.62585,22.1519,21.75379,21.11842,20.63873
162.054223916387,51.4303759316483,23.47135,26.23314,24.48466,21.7638,22.91229
162.054281251885,50.6141382899126,21.29676,20.91778,21.1811,20.97673,19.19224
162.054311512774,50.8742951941888,22.89799,22.73113,22.20991,21.41449,20.73996
162.054509469073,51.1224707613149,25.29271,23.33126,22.46541,21.51653,21.18426
162.054561130257,51.4203216958933,-9999,-9999,-9999,-9999,-9999
162.054567945158,50.7903558783216,21.68187,21.07851,20.13935,19.76712,19.32741
162.054589881839,51.1224655675459,-9999,-9999,-9999,-9999,-9999
162.054648971841,51.1401253038846,23.64575,25.3613,22.12663,24.88162,22.50135
162.054654789793,51.1401500312297,23.66479,24.92574,21.66129,24.87933,22.69492
162.054696330861,51.4203297487826,25.07463,22.55423,21.74889,21.54473,21.53828
162.054697507194,51.4202995210537,24.01498,22.85551,22.15023,21.44947,22.45776
162.054701554892,51.4701095069803,24.3507,25.03471,25.54583,25.00696,21.10509
162.054818075163,50.9310544218319,22.91502,23.22577,22.37572,21.45676,22.55059
162.054845573922,50.9788539969711,23.13177,22.4003,21.14532,20.49775,20.03151
162.054902807332,51.1287831599059,26.50898,23.26141,21.76023,21.90282,22.77107
162.054905027154,51.227385952552,23.00459,23.42065,23.44236,22.97069,21.96056
162.054935165341,51.1287649962142,26.56113,23.38883,21.74265,21.87772,23.19438
162.054957548886,50.7280522494023,24.99393,24.20231,22.70926,22.71306,21.72442
162.055115218752,51.0462366569117,22.96806,21.20792,19.85016,18.45219,17.70955
162.055118296566,50.7096387108932,25.02149,25.58425,24.48947,24.48113,21.5203
162.055139197969,51.0462417215852,23.20751,21.20479,19.85157,18.46505,17.71571
162.055174480028,50.6629346792857,24.96105,23.40404,22.84313,21.8366,21.3842
162.055186327989,50.6629603063152,24.75121,23.33473,22.86384,21.84245,21.30792
162.055193325478,50.6474382500207,24.21605,22.73707,22.42159,22.20728,21.29892
162.055228599099,50.5925935192523,22.26259,21.59583,20.25708,19.81272,19.35949
162.055228599099,50.5925935192523,22.29638,21.59583,20.25708,19.81272,19.35949
162.055247512302,50.7348515008286,24.69724,23.29199,25.43835,23.59093,22.85134
162.055316772285,51.0039383491565,25.23349,22.48377,21.82826,21.16418,20.39222
162.055316772291,51.0039383491658,25.23253,22.4839,21.82827,21.16419,20.39273
162.055346262994,50.9518730475465,23.81195,22.15752,21.28303,21.04214,20.37126
162.055351272889,50.7034705110966,24.48072,23.19996,22.01341,21.91428,20.38798
162.055351303943,50.7034705162507,24.63707,23.17822,22.00821,21.91679,21.04393
162.055402185809,50.647500563237,24.86981,22.60341,22.18344,22.20564,21.16876
162.055406144265,50.7048090675456,23.21109,25.34732,25.40162,25.2895,20.30115
162.055520739975,51.0953430589779,23.56855,23.60966,22.67962,22.80677,22.48426
162.055595921028,50.8042241652679,23.90741,21.7777,20.4466,19.61687,19.20164
162.055696718815,50.8682674643021,-9999,-9999,-9999,-9999,-9999
162.055726173389,50.8681995187726,24.416,23.31659,22.65835,21.76203,21.66218
162.05580803164,51.1374723661795,25.31014,25.20895,22.3283,24.92913,23.08805
162.055811221493,51.1374939672366,25.32274,25.0637,21.75645,24.59359,23.01138
162.055826925781,50.9627972038,23.14478,24.71642,21.96088,22.00858,21.04258
162.055876623547,51.2833584655338,23.46051,23.93336,22.75514,21.93749,21.37359
162.056034619957,51.1694246749991,23.65732,23.02108,22.38596,21.43631,22.33882
162.056093731418,51.2070414113067,24.28532,23.35032,23.05682,22.28202,23.42781
162.056174419645,50.617050090992,24.9838,22.81371,22.18764,22.31962,22.77862
162.056216493319,50.7974605883572,24.53243,22.37715,20.82684,20.28192,20.02947
162.056233062188,51.1032826566916,20.34145,23.37366,21.37179,20.02191,26.38108
162.056318031207,50.876629212412,23.00423,21.99168,21.13537,20.8918,21.67316
162.056479735351,51.4593504905807,22.80495,22.32855,21.70386,21.61194,21.37393
162.056495739933,51.0021382081173,22.80929,22.26694,22.40557,21.98283,21.59689
162.056630436892,51.4593167798119,22.94003,23.23719,22.07646,22.13338,23.04883
162.056644386293,51.4593246077371,24.01696,23.36069,22.35908,21.94849,21.80605
162.056729011411,51.0497250759262,22.60583,22.33101,21.66765,21.20514,21.2599
162.056729011411,51.0497250759262,22.34058,22.33101,21.66765,21.20514,20.63327
162.056739569732,51.4079946287815,23.29,23.12161,22.03368,22.34319,21.06745
162.056764850236,51.3998489394035,25.56505,22.40233,21.83338,22.24391,21.42211
162.056833915305,51.479430339563,22.66002,25.41979,22.42626,24.54993,23.43166
162.056908138417,51.13491789388,23.8312,25.66193,22.16102,23.58966,22.99183
162.057048826393,51.064809703543,23.74812,25.10179,24.05114,24.35595,20.96252
162.057140584975,51.0975439470316,19.29461,17.88579,17.28651,17.02694,16.89686
162.05714412983,51.097551210231,19.26797,17.88337,17.28215,17.02268,16.89591
162.057364535562,51.1337419433014,23.37329,24.83547,21.95634,24.84869,22.98305
162.057369992166,51.1337682294069,23.4902,24.83754,21.61934,24.44292,22.8745
162.057411836387,51.2453055694903,20.12671,18.74521,18.18007,18.0048,17.89894
162.057419764239,51.2453183003921,20.05437,18.74409,18.18013,18.0044,17.88061
162.057439813312,50.9431507857849,22.61369,22.81354,21.40111,21.18241,21.49235
162.057467002993,50.8900276557384,22.15521,24.99676,24.27374,24.29399,22.75506
162.057507764047,51.4516613313051,25.31347,23.24608,23.47671,25.17671,23.12285
162.057512925049,50.6235885527123,24.81493,23.80145,22.65022,22.29636,22.03579
162.057512925068,50.623588552744,24.81496,23.8015,22.65023,22.29639,22.0358
162.057569846217,51.473380639769,24.55651,25.4773,25.54386,24.31446,20.9444
162.057692936924,50.7260867332135,22.7479,22.31132,21.52319,21.07904,22.15549
162.057726136371,50.6921333886191,23.48191,21.59905,20.94727,20.65035,20.53603
162.057771128546,51.1681931907676,24.72911,24.41761,23.7261,22.06316,22.20438
162.057891566384,50.6677753879056,23.44147,23.20289,22.25034,21.41475,20.73894
162.057909573158,50.6677710147599,-9999,-9999,22.15336,-9999,-9999
162.058069916108,50.8342017253028,25.90679,23.26727,23.12355,22.08108,22.80767
162.058075862536,50.9350937089439,23.49543,22.68154,21.77519,21.63013,21.09535
162.05810286503,51.1320315357131,25.61349,24.96407,22.32006,24.35557,22.74567
162.058107829746,51.2189490960134,22.12922,23.21216,22.43784,20.7314,20.16953
162.058117498182,51.1320553656537,25.49074,25.29383,21.84912,25.0769,22.93918
162.058124804563,50.938221308085,19.72698,18.0388,17.41401,17.20311,17.10358
162.058124804564,50.9382213080873,19.72727,18.03905,17.41433,17.20334,17.10384
162.058134843132,50.9382267413359,19.71728,18.03691,17.41109,17.20117,17.10495
162.058186485767,51.4913568353299,23.70169,22.56449,24.86363,24.22003,23.72848
162.058226389789,51.4348078567004,25.65218,23.03977,22.20541,21.00741,20.6268
162.058232834139,51.4684647038848,24.7037,24.60129,22.85346,22.92682,22.34064
162.058236740278,50.5976490215172,22.92429,23.61921,22.75099,21.79109,21.28634
162.058237420023,51.4418335147842,22.55977,20.2107,18.86621,17.69077,17.0829
162.05824161791,51.4418438484628,22.8983,20.25936,18.82275,17.67748,17.05261
162.058244912769,51.441847033764,22.07203,20.16827,18.8293,17.66086,17.02993
162.058247624031,51.4418447034099,22.45717,20.17695,18.83075,17.66422,17.03703
162.058248452582,51.4021082808516,23.16199,22.1684,21.26209,20.94486,20.35368
162.058249069939,51.4418537132721,22.42244,20.24631,18.81528,17.67844,17.05085
162.058284259162,50.8853908377133,23.42336,23.5013,23.08881,22.28898,21.77722
162.05833401388,51.4169375608973,24.14092,23.04013,22.11469,22.69562,21.99877
162.058347081531,51.4348687016639,22.95564,22.62378,21.79623,21.20565,20.71564
162.058420569336,50.6704803127083,24.64633,23.68724,21.98456,21.77942,20.98631
162.058424581439,51.4349014871234,23.50713,22.57995,21.49354,20.8832,20.55285
162.058435816836,50.670467676694,-9999,-9999,-9999,-9999,-9999
162.058441879316,51.2669943691432,22.85507,23.31824,22.93507,22.60502,21.58729
162.058493505876,50.8668708118917,23.9273,22.65421,22.67592,22.07456,21.54886
162.058510077829,50.8669047241056,23.16587,23.07211,22.18765,22.51375,22.40464
162.058518200645,51.22980438374,21.95893,23.01863,22.52201,22.68824,21.14476
162.058570188231,51.2386179281433,23.14695,22.73464,22.94806,22.3301,21.22615
162.058630263603,51.5020405337609,24.37266,22.86726,22.42415,23.07446,20.40445
162.058651763181,51.3952464691152,23.87394,24.20483,25.19824,23.64197,20.72762
162.058667664776,51.1337157723695,23.43096,22.35665,21.21105,20.33936,19.94055
162.058680425598,51.1337488688348,23.88365,22.14457,20.86335,20.14222,19.64767
162.058698755709,51.5018731256874,24.2994,22.36494,22.87632,22.99592,22.01634
162.058760787537,50.810725608793,22.91141,22.77269,22.4837,22.18577,21.0874
162.05887337119,51.3406920252205,21.58087,25.23346,25.73556,26.09244,22.50438
162.058932906635,50.9373965505734,23.93568,24.6335,23.68878,23.47756,21.20168
162.059051408474,50.9897785489579,23.45816,22.88768,23.54485,22.59548,22.36635
162.059148492074,51.1982823438917,24.95782,23.78841,22.80461,21.95302,21.62859
162.059251891609,50.7629513022513,22.50728,22.71283,21.87576,21.6137,21.82284
162.059412473136,51.1224255122117,24.69431,23.36055,22.63332,21.62475,21.6206
162.059414989717,50.6921203270324,25.85809,20.79038,19.68343,18.875,18.47361
162.059421790559,50.6921165405085,25.58489,22.05928,20.18024,19.33434,18.92616
162.059430426993,50.8583135167633,21.5787,18.8658,17.5633,16.98156,16.65611
162.059430426993,50.8583135167633,21.5787,18.8658,17.56326,16.98158,16.65609
162.059436758601,50.8582640448893,21.79395,18.84604,17.56412,16.9743,16.68587
162.059436760278,50.8582640417523,21.79309,18.84548,17.56236,16.97304,16.68451
162.059447315916,50.858317239032,21.59824,18.8633,17.5597,16.97639,16.65209
162.059450949158,51.1223871311286,24.41902,23.33289,22.63734,21.58204,21.57056
162.059451748226,50.8582722968038,21.72585,18.83887,17.55573,16.96553,16.67824
162.059484014365,51.128868445896,24.3683,25.00285,22.22642,24.42924,22.80656
162.05948545211,51.1288879877153,24.42435,25.20162,21.74083,24.79706,22.90613
162.059492930086,50.8568515086068,24.65353,24.77641,22.40257,21.65733,21.28958
162.059513092604,50.856740723016,24.25675,24.38018,22.73573,21.95403,21.13555
162.059560152755,51.1358186345634,24.82201,22.61512,21.59055,19.86975,19.27719
162.059561905201,51.1358047177329,25.07829,22.57975,21.5924,19.85075,19.23132
162.059569943214,50.7711375689793,23.86699,24.8186,22.96032,23.90917,23.54428
162.059586321017,51.3822416860985,22.81079,22.8261,21.87763,22.41853,21.43694
162.059595441539,50.8754216380149,24.29732,23.65538,21.85505,21.39963,20.94342
162.059685433315,50.8501725385541,22.9943,23.30238,22.31253,23.05212,23.47798
162.059888466514,50.6832466291782,23.89445,21.84809,20.32945,19.41816,18.92827
162.060138345603,51.2499582569849,24.31328,21.95793,20.68585,20.18281,19.90232
162.060229678114,51.1830944911722,23.86261,24.38429,22.74573,23.53355,22.33452
162.060367865633,51.2360055598104,22.27227,22.28077,21.31734,20.87379,21.02878
162.060411718535,51.1267645688219,24.63241,25.85702,21.79868,24.21581,22.96516
162.060414485199,51.1267456766747,25.31686,25.50794,22.23889,24.6154,23.04043
162.060451683165,50.6217247447895,23.16353,24.04858,22.20053,21.56079,21.12992
162.060452040305,50.7838101103305,24.08727,24.16755,23.12994,21.95694,21.3146
162.06045592599,50.8454318182592,23.21517,23.11401,23.4651,22.80729,22.49182
162.060573970492,50.8779260692062,23.13815,22.04745,21.93666,21.5488,21.63711
162.060630973476,50.9714094397363,23.29018,21.07651,19.57732,18.64239,18.05657
162.060632558112,50.9714111473634,23.12339,21.06618,19.56952,18.63608,18.06023
162.060691665832,51.134182958682,23.70736,23.14168,22.70577,22.09898,22.43238
162.060717861435,51.1341807411552,23.45119,23.31123,22.85213,22.33144,22.83421
162.060858033423,51.1258922220289,25.96952,25.47999,22.27153,23.75427,21.90555
162.060865919861,51.1259116280946,26.03133,25.38259,21.80021,25.19144,22.40595
162.060924306023,51.5063086844056,24.37736,23.70083,22.4442,21.62118,20.71226
162.060941091508,51.506353716599,22.93145,24.12663,23.30844,21.76041,20.82018
162.060970238946,50.737189621567,24.65404,22.58398,21.80529,21.56749,21.12335
162.060979824626,51.5063663633626,26.18604,22.89246,21.95836,21.56092,22.04733
162.061032625291,50.7853892941152,25.74082,21.84322,20.30887,19.06795,18.34519
162.061032625291,50.7853892941152,25.74057,21.84339,20.30901,19.06809,18.34534
162.061060807081,50.8619534557521,24.00311,23.04071,22.08334,21.84349,20.8785
162.061061969303,50.8620382248963,24.66707,22.99597,22.38703,21.69724,21.10503
162.061146277155,51.1667062892015,23.9114,24.5806,25.16231,25.56295,20.75857
