ra,dec,u,g,r,i,z
162.257324936438,51.528288625146,23.23215,21.58903,20.3033,19.20378,18.64309
162.257324936445,51.5282886251476,22.96818,21.58901,20.30328,19.20382,18.64305
162.257335177635,51.5301185745903,22.92535,22.69838,22.10367,21.12477,21.05843
162.257340027227,51.5283044318023,24.67192,21.67526,20.3109,19.23944,18.6348
162.257340027228,51.5283044318047,24.67262,21.6752,20.31084,19.23937,18.63474
162.257365545865,50.7571647653173,22.97697,22.64046,21.84551,21.61129,21.42246
162.257381097438,50.7571532789046,22.81681,22.69935,21.89231,21.62906,21.38999
162.257421498892,51.395053002239,24.51767,23.93874,22.80151,23.47218,23.35674
162.257510848709,50.6341085711818,23.54716,22.41639,21.0571,20.48665,20.40909
162.257529725789,51.5301828387282,22.97237,22.68492,22.25871,21.4086,20.97063
162.257550662171,51.051780203238,24.72441,22.9022,22.204,22.64898,22.74676
162.257571434748,50.9562939110659,24.16815,23.13142,22.74073,22.52809,21.90219
162.257575392301,51.3492533085452,23.2407,23.29009,25.43819,24.54673,23.5814
162.257637295844,50.5970995775367,22.68984,22.69835,21.27071,20.35126,19.85924
162.257755929537,51.4120981726806,19.74563,18.72697,18.27227,17.99137,17.87792
162.257755929559,51.4120981727213,19.74535,18.72668,18.27197,17.9911,17.87752
162.257772996297,50.8503801658935,23.49486,23.78024,22.48408,21.37925,21.01075
162.257823772871,50.9652577278121,22.61102,24.91653,24.19413,23.40356,23.03574
162.257883772174,51.4955695629076,23.80948,23.82352,21.28034,19.94904,19.61384
162.257964318577,51.4954831165918,24.40287,23.17245,21.47065,20.11285,19.78699
162.258048331298,51.0783142686171,25.70016,23.06893,21.65055,20.40121,19.7265
162.258057043417,50.7739830468306,25.7504,22.60579,20.58839,19.81465,19.43266
162.258106974677,51.1087128068819,21.76626,21.51219,20.5258,20.1591,19.67594
162.258194002059,51.0327305565178,23.78724,24.44797,21.96588,21.8138,21.51684
162.258210045795,51.2921978442569,23.2571,24.38161,23.61831,22.49654,20.57422
162.258214735424,50.7626533405589,-9999,-9999,-9999,-9999,-9999
162.258242797338,50.7626400274277,23.80945,25.19921,24.13896,25.12166,20.68818
162.258296524562,51.2385951499122,23.13506,22.93512,23.69202,23.34489,23.05842
162.258311948385,51.2386035354276,22.93806,22.85404,23.54642,23.07147,22.78624
162.258313934401,50.8131055962939,24.57751,25.18942,24.96799,22.22109,22.62743
162.258365763404,50.7209723229858,23.61345,24.69302,22.83167,24.33306,22.58269
162.258462518293,51.1877201873411,25.15965,21.56087,21.14414,20.95845,20.51153
162.258462618877,51.1877202045713,25.09076,21.15661,20.69762,20.53665,20.39335
162.25847702914,50.9102741030409,-9999,-9999,-9999,-9999,-9999
162.258532343926,51.4806816108961,24.53234,24.41891,22.26986,21.35336,20.79218
162.258548639225,51.480738504533,22.92973,24.98295,22.64207,21.6597,20.83474
162.258591161033,50.9518021990413,24.32012,22.32849,21.9908,21.66276,22.00278
162.25861289008,51.1664040642423,23.20391,23.35079,22.79913,22.0258,21.61653
162.258663408228,51.3684423737397,21.95928,20.23739,19.22062,18.84619,18.54525
162.258726255666,51.242055759525,25.34811,23.98967,23.72615,22.4187,22.03075
162.258753879785,50.9367271845269,22.48145,22.0662,21.77499,21.54563,22.98847
162.258773722466,51.2419946460764,21.48583,21.19926,20.16393,19.48712,20.19548
162.258875420837,51.2902004805066,26.15275,23.633,22.1189,20.87897,20.17719
162.258880811807,50.6804806790614,24.50435,26.14318,22.53053,25.38473,23.85352
162.258900315689,51.2027150752696,24.08126,25.09023,22.98861,24.69647,22.57723
162.259038204803,51.0646656262435,25.60718,23.82398,22.77395,22.78689,22.47394
162.25919662983,51.3078916021711,23.4898,23.41478,22.36969,21.78297,22.82282
162.259220016558,50.8281213611152,25.57186,22.94135,21.92797,21.93045,21.86933
162.259241094166,50.5859153431808,24.8473,23.7668,22.27067,21.54076,20.95136
162.259244290982,50.5859149821434,24.84732,23.15342,22.26123,21.5225,20.9316
162.259252850642,51.4142817323215,23.58098,23.79448,22.4556,20.98496,20.60383
162.259529611255,51.1909163036991,26.03368,25.18556,24.49081,23.74195,20.87772
162.25963486967,51.294341560088,23.63428,21.45412,20.79884,20.61991,20.257
162.259761800127,51.0292741570948,22.70149,25.24825,22.87159,21.72321,23.37401
162.259780245022,51.5160731656649,22.22539,20.64727,19.00732,18.39298,18.05901
162.259801757652,51.4375618864071,25.33047,23.6788,22.90849,22.2872,22.79832
162.259802869836,51.5160145065757,22.0581,20.80337,19.14466,18.56658,18.21811
162.259802872263,51.5160145071976,22.0735,20.81257,19.15033,18.57296,18.22516
162.259933262601,51.0443686742525,22.505,22.48661,22.28676,21.93836,21.66773
162.259966479292,51.0990238501236,21.72501,21.14153,20.1021,19.64121,19.30188
162.260152754664,51.0612498112379,24.06084,24.83785,23.55722,22.09407,21.68692
162.26021607478,51.3108798121193,26.33998,22.35234,21.09804,20.97271,20.233
162.260218748799,51.3108802739095,26.06883,22.9985,21.5518,22.08091,21.14749
162.260394139952,50.8353344770792,24.86418,22.50294,21.57448,21.18694,20.95417
162.260529628878,51.376863880614,19.45053,18.48673,18.18501,18.06412,18.04062
162.260530578827,50.7460914317014,25.21135,25.26427,23.27728,21.86319,20.91328
162.260533168063,51.3768645490848,19.51949,18.52382,18.24142,18.17571,19.06484
162.260559765096,51.2849899954133,25.99003,23.48124,21.72533,20.42043,19.80233
162.26080992621,51.1195280731939,22.79831,22.73889,21.74838,21.01807,20.44078
162.260811331521,51.1194507047148,26.26045,22.63567,21.98555,21.16892,20.64497
162.260828444759,50.9137919849304,23.61482,22.74384,21.6351,20.44958,19.75279
162.260891927105,50.6894219545513,22.90326,22.37252,21.57472,21.41043,20.86327
162.260891927159,50.6894219545601,22.90253,22.37234,21.57466,21.41038,20.65156
162.260961967767,50.8770647150439,24.22482,24.69091,22.81067,21.58449,20.66741
162.261035723476,51.0501425395473,23.24133,22.50971,21.86575,21.33887,21.27959
162.261090600248,50.9568243446036,20.8941,19.81633,19.20485,18.81041,18.60748
162.261090600654,50.9568243453112,20.91582,19.84024,19.22788,18.83402,18.63153
162.26120515246,51.2429759773964,25.25485,23.75406,25.00088,24.11825,23.18182
162.261271251309,51.024854987377,23.87402,22.91024,22.05959,21.37472,21.75169
162.261271251309,51.024854987377,24.76759,22.91024,22.05959,21.37472,21.61227
162.26129251297,51.5297704376732,26.53202,22.71693,25.08965,24.81483,21.84061
162.261302048694,50.6993751396514,23.38143,22.6615,22.56588,22.12852,21.80671
162.261427566722,50.5852470598496,24.14418,22.67768,21.95711,21.76962,23.02588
162.261430281309,50.7894055032107,23.70459,23.87446,22.40391,21.63349,20.88139
162.261464302369,50.934968113934,20.13524,19.07719,18.49476,18.16744,18.01913
162.261464302534,50.9349681142203,20.13432,19.07617,18.4938,18.16671,18.01838
162.261473628297,51.3646672795337,23.90683,22.9123,22.5458,22.00979,21.09581
162.261578380294,51.2751929586201,24.89426,22.48577,20.9667,20.39017,20.1816
162.261718766974,50.9945079093759,22.86172,22.56705,22.18885,22.07009,22.60855
162.26183170859,50.6243534363036,24.05447,22.17646,20.92791,20.10838,19.47948
162.261849807745,51.4776742995681,24.13788,25.81343,25.53964,25.5644,20.50912
162.261852303516,51.0086176227955,23.75836,22.7759,22.22112,22.70021,23.56734
162.261877217144,50.7911857497905,22.0727,22.39871,21.54123,21.26155,20.88147
162.261877250307,50.7911857552852,22.04093,22.3818,21.53455,21.26306,20.84865
162.261893282609,51.5131031093711,23.63437,23.66738,23.75486,22.2831,21.91286
162.261970028216,51.3956027318978,21.47638,20.47289,20.0595,19.93185,19.80312
162.262080980767,50.9403426950108,22.5518,24.78464,22.97007,24.54009,22.9673
162.262198050288,51.528330095784,25.38614,23.20782,23.12866,20.89927,20.09515
162.262233487554,51.324053186059,23.99701,22.06417,20.86939,20.31483,20.27188
162.262246278513,51.3104293419656,24.49313,24.59937,23.05759,21.80172,21.07353
162.262254611332,50.832585660855,20.9518,21.86522,22.00696,21.22661,24.6338
162.262290302698,51.388866294491,24.63486,23.92956,21.87921,20.61915,21.2709
162.262297807865,51.2460894134745,-9999,-9999,-9999,-9999,-9999
162.262303718441,51.2460946192222,22.83161,22.33841,21.4323,20.78733,20.59861
162.262307921579,51.4708545970165,21.82479,21.34639,20.89708,20.83217,20.5376
162.262328085463,51.3480474170284,22.30323,20.54408,19.88271,19.56205,19.30859
162.262336994356,51.4708698663843,22.18205,21.34993,20.92369,20.82036,20.81538
162.262365433751,51.3480522976177,22.39304,20.60651,19.91614,19.59148,19.31247
162.26240210217,51.3064197358009,22.65447,22.55435,21.75375,21.49012,21.18662
162.262444915351,50.5808233328858,20.13257,19.06844,18.52916,18.24981,18.05893
162.262472308548,50.6050590947339,25.17882,22.93967,20.85577,20.29977,19.50588
162.262735743801,51.3824526223474,24.96468,17.6973,16.86267,15.38039,24.42108
162.262775623527,51.2047800741035,23.14852,23.71917,23.27484,22.11087,21.11938
162.262794500571,51.2047906616643,-9999,-9999,-9999,-9999,-9999
162.262802343249,51.2586446882922,25.58747,25.55519,25.50784,23.91989,20.86619
162.262847549609,51.31341661936,23.75484,24.59262,22.94779,21.63323,21.73019
162.263260277227,50.6127031494737,22.79256,20.82919,19.68954,19.2823,18.99498
162.263313614195,51.2667817930999,24.64411,23.5583,22.05945,21.80343,21.65094
162.26340659096,50.6892797145941,24.92914,25.39461,28.65367,29.04565,17.75437
162.263450843374,50.7284192210515,23.24748,23.20684,22.9743,21.70341,21.47543
162.26357067968,51.2327595999953,23.3148,23.73956,22.38981,21.83911,21.73925
162.263583802531,51.2327678269957,23.69211,23.81207,22.51762,21.97861,21.92952
162.263586139773,51.3874146304541,24.6755,25.11438,21.33992,21.32488,22.8269
162.263612182233,51.5169560169244,25.15755,23.50168,22.25925,21.36038,20.57802
162.263646638615,51.4508922131344,23.18433,22.9365,22.60311,23.18416,22.72759
162.263690901916,51.5169812759067,25.06709,23.45844,22.81945,21.5344,21.15959
162.263735316901,50.5884069650411,26.34655,24.42339,20.96653,20.08491,19.19265
162.2638541109,51.3742239189843,24.51407,21.66946,20.83711,20.37962,19.99398
162.263930004581,51.468468941883,22.14504,19.41811,18.06779,16.97856,16.38552
162.263930497152,51.4684778682591,21.82992,19.40738,18.06258,16.97515,16.38059
162.263942699944,51.4684884891299,21.81324,19.42496,18.11132,16.97086,16.35816
162.263945709652,51.4684853831844,21.66172,19.41936,18.10488,16.96887,16.34984
162.264131060049,51.506742923096,25.44808,24.0935,22.27389,20.35345,19.29855
162.264240840826,51.5068108155609,25.99303,24.52073,22.46533,20.298,19.28854
162.264282830046,50.9880629567053,22.48512,24.05092,23.89884,23.96787,22.49479
162.264288535767,51.1034170273825,24.47989,24.40337,22.79555,22.13533,21.29717
162.264290634265,50.9393506716129,23.22128,22.95545,22.39435,21.2466,21.15714
162.264293645055,51.0135229257106,22.67567,21.16797,20.83821,20.89742,20.97005
162.264296611193,51.013531501071,23.49681,21.71218,21.60397,21.66939,22.08959
162.264298259869,50.7743968390691,23.89569,23.08811,22.19074,21.45723,21.45564
162.264300863955,51.0677947490756,22.90552,22.83387,21.94202,21.13614,21.53974
162.264340575712,51.4294618495327,21.08538,20.05492,19.7345,19.6785,19.55197
162.264365767867,51.4754491265618,23.82533,23.04433,23.3779,25.02808,21.32601
162.264420294902,51.0264416846003,24.03062,22.97498,22.60407,22.61128,21.69265
162.264446575818,51.2153628999339,22.82674,22.31125,21.71751,20.8203,20.32532
162.264454606851,50.6521771025531,21.92959,22.2611,21.51943,21.7888,21.19077
162.264456075305,51.2153590838447,23.40108,22.36383,21.81421,20.9429,20.45047
162.26447999863,50.6831586810054,23.8889,22.81477,22.18997,22.16673,21.30529
162.264490488004,51.3233203639367,20.41603,18.469,17.30317,16.83844,16.47936
162.264491848005,50.7653789338478,25.32991,25.16254,25.24884,22.30647,23.11943
162.264503335947,51.3233319587249,20.07907,18.34672,17.19265,16.72584,16.35192
162.264576062783,51.529443444016,25.96457,22.75035,24.76907,22.13641,23.4959
162.264576062783,51.529443444016,25.97694,22.75009,24.78263,23.64962,23.5015
162.264576240931,50.6833725778843,22.13992,22.02761,21.20067,20.77549,20.62796
162.264617048779,51.1082607295686,24.04198,25.46564,25.11791,22.99553,20.75034
162.26465350685,50.5971537000584,22.87887,24.12025,22.44935,21.04275,20.7557
162.26466207455,51.1881851880668,22.6411,23.54826,22.25312,22.76732,21.77468
162.264675806001,50.7227186903415,21.96101,20.8556,20.54075,20.39357,20.38616
162.264686235138,50.7227080426424,22.03103,20.84763,20.57551,20.42574,20.39422
162.264703212522,51.4010411523596,25.01435,22.54626,21.2668,21.25358,20.77554
162.264707949205,51.3046546749483,23.52003,23.56354,22.13582,22.00322,22.12057
162.264725427582,50.8493947126383,25.5872,24.26234,23.82201,22.19994,21.10006
162.264740915498,50.9548785522047,23.38919,23.04563,22.13978,21.91019,22.23274
162.264757197063,51.4116619479079,24.08621,23.03642,21.67211,20.25015,19.36734
162.264827951004,50.7065607777111,23.21445,23.90001,22.92753,22.14562,20.51595
162.264874090793,50.9404543787562,24.28564,24.45068,22.47746,21.70415,21.65973
162.264926525242,50.7550020819247,-9999,-9999,-9999,-9999,-9999
162.264995343608,50.7550083968852,23.42653,21.75019,21.29165,21.23498,20.82402
162.265016110285,51.0184401193716,22.61541,23.1244,23.98043,22.4542,22.74828
162.265047856166,50.7632798838673,21.27915,20.1237,19.53343,19.37645,19.3812
162.265061926529,50.9404786121777,26.28508,23.79292,21.76316,20.99478,20.6602
162.265135942291,51.0129071250232,23.80231,22.7293,21.5934,21.22506,20.7134
162.265265710101,50.5634686697779,23.68382,23.40746,23.81817,23.63005,23.16007
162.265271439378,51.5402628056068,23.28909,22.48357,21.82954,21.65608,22.36234
162.265278856652,51.1920654493695,25.61155,25.25363,24.59482,24.71012,20.9947
162.265319059448,51.5403112153823,22.88206,22.65772,21.98059,21.81643,21.45142
162.265486814581,50.9571594165124,24.05115,21.82239,21.14399,20.68065,20.51786
162.265505379441,50.8977450848153,22.35708,24.15298,22.38335,21.29494,21.23565
162.265512772886,50.8453010089065,25.03488,24.57824,24.678,25.5221,20.87104
162.265515101892,51.4779179883102,26.51127,25.77773,25.01244,24.22965,20.82661
162.265549191333,50.8811226399015,24.667,24.19436,23.85251,21.8088,21.96985
162.265661626508,51.3192266716246,20.67409,18.60093,17.41708,16.92421,16.60993
162.265662125045,51.319226800546,20.93918,18.73222,17.53773,17.04249,16.74829
162.265695602824,51.0632997553929,24.24165,23.97931,22.18051,22.56803,21.3532
162.265714135643,51.0108684045116,24.38795,22.58343,21.39459,20.55392,20.23597
162.265824893563,50.9460839234362,24.12684,23.57098,22.86201,22.00782,21.68485
162.265872295868,50.7760772859792,25.13824,24.13521,22.88076,21.64305,20.86884
162.265910584581,51.3534750100822,22.43058,21.93369,21.52749,21.59985,21.79807
162.265934333214,51.1593687885282,22.63874,22.54637,22.06437,21.92724,22.85828
162.266071350724,51.5479924912744,25.32797,23.23144,23.91019,24.67543,23.15478
162.26615509459,51.1111615464539,20.17246,17.67721,16.29671,15.47417,15.01725
162.266161453208,51.1111503662624,20.14932,17.67578,16.29416,15.47219,15.01562
162.26645500444,50.8621432537849,21.19306,20.14542,19.63244,19.41439,19.43788
162.26652041654,50.8644906670609,22.38623,25.01517,23.73363,23.87018,22.10432
162.266574119192,50.9743893381912,22.26081,20.68434,19.89659,19.45989,19.39845
162.266585999985,51.3835863817247,14.78214,11.07735,10.47072,10.25781,10.72491
162.266586063584,51.3835863732428,14.67776,11.08872,10.48434,10.27185,10.71919
162.266592824718,50.9919795136593,21.40383,21.22494,21.01498,20.88194,20.84001
162.266601789371,51.3724276033564,20.17881,18.98305,18.11477,17.69784,17.56886
162.266606585955,51.3724277113527,20.57135,19.22114,18.33157,17.93991,17.78716
162.266606586146,51.372427711697,20.58637,19.23977,18.3497,17.95831,17.80713
162.266712999556,51.179699962602,23.9568,22.51701,20.99927,20.00616,19.58538
162.266718444589,50.8210242912131,24.91208,22.06812,20.71144,19.61372,19.04064
162.266729189006,50.824298276008,25.82483,22.68387,22.13528,22.25542,22.29175
162.266874085943,51.3243662918281,24.94105,23.05706,22.43527,22.15692,23.01342
162.26708098695,50.7925811142147,22.46065,22.31033,21.60812,21.89424,21.53816
162.267096327046,50.8748356566108,22.3282,22.08475,21.20169,20.94048,20.46392
162.26712024244,51.3824557704147,24.63573,15.85832,15.37168,14.78575,22.82821
162.267126324576,50.7331732369838,24.78782,23.18538,22.60633,21.97487,22.01873
162.26715455889,50.7331611636351,24.74372,23.23875,22.70662,22.01512,22.00955
162.267239418316,51.0347198827541,23.25674,23.4922,22.27036,23.41385,22.23926
162.267251015546,50.6110339960873,24.23507,23.66272,22.27057,21.20983,21.02603
162.267319961168,51.2875655945456,24.35055,22.95691,22.07965,21.65945,21.03832
162.267334075839,51.1485878641505,22.52096,22.66835,21.94353,21.63799,21.56314
162.267412801456,50.7214859632278,24.19617,23.32611,23.04564,22.63652,22.24706
162.267437438329,50.7214852785146,23.88405,23.10686,22.94441,22.40421,22.39171
162.267483983608,51.4951252888718,25.74472,22.27486,21.59015,21.57806,22.82972
162.267537583892,51.4951365982296,24.05638,23.03199,21.98949,21.89147,21.76876
162.267565240603,51.2829537011146,24.39586,22.53621,22.00229,21.85907,21.46646
162.267574459452,51.2908649511844,22.23079,21.31968,20.94147,20.78791,20.8663
162.267590667858,50.8768315815325,24.7683,25.46409,25.10515,23.44493,21.01462
162.267658879238,51.1081908378984,24.05614,22.55841,22.10678,21.58958,22.1463
162.267673937547,51.4534135433701,22.40532,21.6021,20.83044,20.49242,20.20449
162.267756450734,50.7680101784027,23.26588,21.89886,22.03345,22.2699,21.46289
162.267807343213,51.4482065932545,24.60425,23.41664,22.42586,21.37056,21.79537
162.267831936337,50.7427986249496,-9999,-9999,20.13612,-9999,-9999
162.267849982439,50.7427875631721,21.75572,20.67994,20.20154,19.97627,20.16665
162.267880360992,50.7885685370331,25.43222,25.13807,22.64753,23.11557,21.76818
162.267922153011,50.5993468817521,22.39694,21.36315,20.49714,20.1521,19.70944
162.267935060093,51.2341470236316,23.60692,22.02462,20.67032,20.06914,19.71403
162.267940537024,51.2341456865036,-9999,-9999,-9999,-9999,-9999
162.268000304516,50.7675759977475,19.37963,18.30401,17.77564,17.45754,17.27361
162.268005709866,50.7675662939568,19.44587,18.34395,17.80488,17.4774,17.31161
162.26802263571,51.4279348693528,23.57475,22.27717,21.78372,21.5615,22.29742
162.268118969496,51.0052390218361,22.27093,21.12515,20.42774,20.10851,20.39378
162.268165099619,51.0126651502191,24.76655,22.9728,22.35146,22.72989,21.5021
162.268303052187,51.1835042688374,23.97221,24.90253,22.94319,24.25242,22.30831
162.268360426868,51.31879268093,24.5758,25.0096,22.37719,21.33048,20.54451
162.268406924612,50.6866900010303,24.82237,23.07015,22.67792,23.03182,21.47318
162.26844770498,51.0309955113373,23.15561,22.44234,21.99702,22.07397,22.50334
162.268488759776,51.133125057945,25.77978,22.6336,21.8017,20.99346,20.33354
162.268532254318,50.617695692731,23.05242,22.89362,21.30116,20.26807,19.62694
162.268547277183,51.3809019242436,20.50989,24.89771,24.8078,24.36354,22.82949
162.268609855419,50.8107582734456,24.98861,24.08482,22.84776,21.68683,21.09313
162.268675411875,50.7506881092202,22.17841,21.31247,20.08809,19.61737,19.45614
162.268725868234,51.1930779016104,-9999,-9999,-9999,-9999,-9999
162.268772864402,50.66488573575,23.78585,23.37346,22.19686,21.77095,22.90258
162.268813243866,50.917828881587,23.24621,22.31222,21.02974,20.39266,19.91369
162.268967859877,51.2977021144367,22.76287,21.81674,21.17842,20.55431,20.46547
162.269025609976,50.5725042784517,23.75709,22.62982,22.0462,22.00822,22.27209
162.269307020425,51.4016862732805,25.54693,25.46821,24.4148,22.01748,21.62394
162.269610732758,51.4097084719285,23.58185,25.22001,22.57048,23.67138,22.90383
162.269641995683,51.1929010130944,22.8981,23.68173,23.54771,23.16729,20.3007
162.269648321615,51.3207724484063,23.04852,25.51861,23.36616,23.21128,22.36945
162.269650718651,51.0494137281277,25.37821,23.82712,21.98256,21.03045,20.82155
162.269673136577,50.8772524587823,19.90739,18.80987,18.39525,18.28385,18.45511
162.269673136577,50.8772524587823,19.90746,18.80992,18.3953,18.2839,18.45515
162.269680421518,50.8772642170202,19.8913,18.80939,18.391,18.27998,18.46028
162.269699079962,51.379468467344,23.72003,25.11437,22.05257,24.3618,21.74843
162.269722166,51.0546455834992,23.45248,23.29642,22.6775,22.22461,22.33239
162.269722301139,50.5680738021257,20.50348,19.00338,18.4398,18.27125,18.17896
162.269726698905,50.5680781856788,20.45497,18.99713,18.43977,18.26868,18.18317
162.269729709538,51.1396532741304,23.54468,23.27732,23.76069,23.66694,23.17385
162.269773206647,51.4565501302987,24.33006,25.17912,25.3615,25.34427,20.79903
162.269822369853,51.3534204254546,-9999,-9999,-9999,-9999,-9999
162.269826414634,51.3534437088059,24.38003,22.40988,21.38273,21.02046,20.60429
162.269960350442,51.1446400585921,25.42838,23.18571,22.21578,20.92447,20.50426
162.269975214852,51.5265653860181,21.96699,24.44198,25.79524,23.75916,23.27563
162.269991332851,51.3642060495669,23.44095,23.58143,23.09167,21.29473,24.1548
162.270177259424,50.7600147152109,23.66818,22.92037,23.10738,22.66815,23.007
162.270227275324,51.259483773938,21.31773,20.85308,20.64301,20.38095,19.89917
162.270231436553,51.3759833427763,25.01831,24.30397,23.23665,21.79966,22.18398
162.270421974664,51.4207848248772,22.5035,22.21621,22.05213,20.418,20.50667
162.270480543763,51.4759216642417,22.81435,22.8182,23.7662,23.8254,22.38878
162.270492190646,51.5177393045229,25.32291,25.00421,22.90201,21.76956,21.08934
162.270534363981,50.5556810383891,22.08785,25.15959,25.60121,24.1809,23.67761
162.270544829014,50.9389216761103,24.92464,22.98771,21.67069,20.3066,19.57182
162.270643209695,51.5132646996093,23.01997,23.00389,21.73996,22.06594,21.83239
162.270652462391,51.067307664814,22.84634,23.14097,22.87782,21.45941,20.44548
162.270659973524,50.9820837371211,22.88605,23.22799,22.21476,21.87216,21.50669
162.27068670443,51.5236761455836,24.73563,24.74471,23.21297,21.83591,21.3765
162.270686995982,50.557679754116,23.43727,23.59878,22.27199,21.9763,21.11286
162.270708292021,51.3809885514355,23.62343,25.11437,24.80202,22.37757,22.91499
162.270799572491,51.3779847902279,24.48712,25.11371,21.76649,21.07537,21.27444
162.270875108514,50.7942598038492,23.84147,22.83625,22.15638,21.66013,21.06242
162.270878739006,50.5855729509171,23.15528,22.98882,21.43219,20.71812,20.23552
162.271039696293,51.4120707526881,23.71741,25.71632,24.81721,24.81637,20.60582
162.271107863656,50.913090958813,24.6634,23.07111,21.90342,22.31193,21.30376
162.271108143802,50.9131147312879,-9999,-9999,-9999,-9999,-9999
162.271128366941,50.840995069687,23.18891,22.72783,21.45312,21.22942,20.69644
162.271234677516,51.0604295705996,23.66755,22.65487,22.14704,22.39199,21.62987
162.27123755545,51.1847342656546,-9999,-9999,-9999,-9999,-9999
162.271265262897,51.3890587170909,23.91949,23.26657,23.51372,22.24497,23.01442
162.271294572329,51.184723753833,21.55272,21.33973,20.50608,20.27588,19.83321
162.271353820354,50.5540301991929,22.69658,22.16251,21.58472,21.36771,22.41172
162.271447957306,50.6525687818576,22.16353,21.5169,20.59525,20.19098,19.93103
162.271539812092,50.6514056291421,24.56284,21.99488,21.01883,20.829,21.02734
162.271565445452,51.5021001101462,24.79015,22.22623,21.28941,19.9739,19.4578
162.271573501186,50.7760203094701,22.3128,19.91726,18.48664,17.68819,17.2062
162.271577380538,50.7760296776561,22.22593,19.92169,18.48229,17.68426,17.19886
162.271627027516,51.50215237461,24.57604,23.01996,21.26769,20.21221,19.74432
162.27163626671,51.0284137264233,22.78004,22.09292,21.78057,21.61166,21.49697
162.2719726633,51.1158224449952,24.07753,23.32092,24.68824,23.2296,22.08108
162.27208086993,51.4526500377362,23.88385,22.6223,21.89579,21.01728,20.47854
162.272113274205,51.5398208737676,23.27915,22.4669,21.14845,20.71711,20.14684
162.272139516254,51.0068914330645,25.01106,24.82466,22.68516,21.53941,20.28411
162.272180352117,51.2789766396345,22.22821,21.46248,21.37579,21.226,21.08831
162.27221484589,51.2268280847921,23.65833,22.95507,21.83853,20.90786,20.46098
162.272223768416,50.5649303916837,23.20115,23.3442,25.07021,23.57068,23.65903
162.272229333238,51.5108069901509,22.24173,26.15227,24.19629,24.41567,22.83052
162.272247504114,51.5399103982759,22.20349,22.26714,21.20828,20.7913,20.54128
162.272248112929,51.2268310976432,-9999,-9999,-9999,-9999,-9999
162.272269703565,50.7653634237511,25.02292,24.32654,21.98878,21.4384,22.77173
162.272320017769,50.5974052464576,24.48542,25.1013,25.774,25.39026,20.70284
162.272327148888,50.8068428254264,22.70154,21.65139,20.5562,20.25576,19.86577
162.272565475614,50.8165735940962,22.99347,22.64545,21.89114,21.29861,21.3709
162.272749065108,51.3854716247586,24.50735,26.38742,18.41364,17.81942,17.93114
162.272752393035,50.8207297702392,23.28654,23.05265,22.23261,22.38571,22.30578
162.272887452214,50.7869023627493,21.85933,26.29166,26.31141,25.77333,21.12261
162.272981911289,50.8968554356639,23.42739,23.31833,22.41868,21.92108,21.99204
162.272998667536,50.8496070445048,22.61461,22.90999,21.95712,21.66878,20.82595
162.273151926764,50.6363404715888,23.58617,23.52099,23.36068,22.01584,21.59793
162.273179406486,51.2218522883178,24.24602,22.96529,22.23347,21.76427,21.50185
162.273189661784,51.2218448769736,-9999,-9999,-9999,-9999,-9999
162.273265060665,51.3422770406011,22.95389,21.61124,20.90252,20.41971,20.2031
162.273295758823,50.9732075597657,23.99823,22.88313,22.4979,22.5097,22.13613
162.273311212697,51.342367894602,21.85747,21.46088,20.61674,20.60839,20.25949
162.273317410845,51.120295309212,-9999,-9999,-9999,-9999,-9999
162.273333726877,50.7848591831339,24.04427,24.8636,23.54912,22.34729,21.79725
162.273358747769,51.1204400028352,20.50148,19.44953,18.73497,18.37893,18.27816
162.273373024218,50.8106672251343,20.42359,19.87031,19.08344,18.77583,18.40881
162.273373156538,50.8106672391545,20.40005,19.84389,19.05528,18.74004,18.37555
162.273401010282,51.3749303778984,24.14921,22.95548,22.1168,21.6543,21.31856
162.273438550719,50.6120437712739,25.51769,23.84723,22.64573,22.1605,21.54249
162.273467978697,50.748523040367,23.04783,22.09494,20.91136,20.62501,20.03668
162.273513722668,50.7348921215956,-9999,-9999,-9999,-9999,-9999
162.273601412909,50.7347589454354,24.07171,22.88882,22.3539,21.82514,21.37361
162.273714049244,50.5840415456638,22.46886,25.28416,22.23823,21.46235,20.15293
162.273758559875,51.4668225724385,24.54468,22.58001,21.46153,21.27569,21.61843
162.273790655256,50.5840836523848,22.92821,24.12127,22.74569,21.39726,20.15088
162.273793274189,50.8159555064798,21.34628,20.45684,19.59601,19.32724,19.2154
162.273793292612,50.8159555095286,21.8198,20.90731,20.03756,19.77333,19.59282
162.273898567036,51.1406329677285,23.73987,22.97938,23.41336,23.41624,23.50401
162.273899980785,51.466548612683,23.70784,22.40295,21.80156,22.06907,21.35439
162.273966761155,51.5044545535563,23.37472,22.5001,21.86872,21.2559,20.68563
162.274096945719,51.504396653344,21.30081,21.90663,20.9376,20.2479,20.35386
162.274096982782,51.504396662838,21.33876,21.9248,20.98337,20.30443,20.22258
162.274289203978,50.5911381360388,23.87918,22.97312,21.16025,20.23238,19.67754
162.274314865032,50.8800822206259,21.89647,21.15649,20.66994,20.45614,20.30223
162.274361143801,50.7176521683495,23.1372,23.04266,22.97974,22.46206,22.39358
162.274380264407,50.7176477502877,22.94125,22.902,22.88906,22.36847,22.25428
162.274446048878,50.7786581659748,21.99329,20.42219,19.08556,18.57234,18.23145
